"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
,"92","12","UP","1292LU030",,,,,"92","12","UP","1292LU030",,,"92","12","27",2.00,0.00,"PM","12",7.00,0.00,0.00,0.00,"LOUISIANA","ALEXANDRIA","192.10","22",45.00,"2","2","003","E","3127","4",2910.00,"7","Y","YARD","1",,"2","TTGX","160853","035","Y",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19000.00,0.00,"H307",,0.00,0.00,0.00,0.00,"H307","2","1","003",26500.00,,"22C079",0.00,"000000",0.00,"1","0","1","1","03","00","03","00","1","5","W","1L","1","LOUISI","N",142.00,"3109","1992",0.00,0.00,0.00,0.00,0.00,0.00,"RAPIDES","079",,,,"N",,,"YAL30-27 SHOVING 110 CARS INTO TRK #1. YAL31 SWITCHING ON EAST END AND CARMAN DID NOT STOP SHOVE IN","TIME TO RESULT FROM SIDESWIPING YAL31 JOB.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292LU030",,,,,"92","12","UP","1292LU030",,,"92","12","27",2.00,0.00,"PM","12",8.00,1.00,0.00,0.00,"LOUISIANA","ALEXANDRIA","192.10","22",45.00,"2","2","003","E","3027","3",7100.00,"7","Y","YARD","1",,"2","ACFX","077214","110","Y",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7500.00,0.00,"H307",,0.00,0.00,0.00,0.00,"H307","2","1","003",26500.00,,"22C079",0.00,"000000",0.00,"1","0","1","1","03","00","03","00","3","5","W","1L","1","LOUISI","N",142.00,"3110","1992",0.00,0.00,0.00,0.00,0.00,0.00,"RAPIDES","079",,,,"N",,,"YAL30-27 SHOVING 110 CARS INTO TRK #1. YAL31 SWITCHING ON EAST END AND CARMAN DID NOT STOP SHOVE IN","TIME TO RESULT FROM SIDESWIPING YAL31 JOB.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292MW010",,,,,"92","12","UP","1292MW010",,,"92","12","18",1.00,10.00,"AM","01",0.00,0.00,0.00,0.00,"MIDWEST","MARJCT","208.1","29",40.00,"4","2","026","E","2CBT","3",15948.00,"1","Y","SINGLE MAIN","3",,"1","UP","002445","003","N","UP","002445","003","N",3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,116.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,162450.00,76000.00,"E33C",,0.00,0.00,0.00,0.00,"E33C","1","3","026",238450.00,,"29C195",0.00,"000000",0.00,"1","0","1","0","05","10","05","10","1","6","W","1L","0","MIDWES",,217.00,"3111","1992",0.00,0.00,0.00,0.00,0.00,0.00,"SALINE","195",,,,"N",,,"BRAKEMAN FOLLOWER BLOCK ON THE MCHX 30123 THAT ALLOWED THE DRAFT SYSTEM TO PULL FORWARD RESULTING IN","THE VERTICAL TAIL PIN TO DROP. WHEN THE DRAWBAR CAME OUT, THE TRAIN WENT INTO EMERGENCY, REAR END R","AN INTO HEAD END.",,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292NE009",,,,,"92","12","UP","1292NE009",,,"92","12","09",9.00,5.00,"AM","01",0.00,0.00,0.00,0.00,"NEBRASKA","MARYSVILL","149.5","20",34.00,"2","4","005","R","7208","3",7201.00,"1","Y","YARD","1",,"2","MP","724356","046","Y",,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,7.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,22200.00,15000.00,"T314",,0.00,0.00,0.00,0.00,"T314","2","1","005",37200.00,,"20C117",0.00,"000000",0.00,"1","0","1","1","08","35","08","35","1","6","W","1L","0","NEBRAS","N",112.00,"3112","1992",0.00,0.00,0.00,0.00,0.00,0.00,"MARSHALL","117",,,,"N",,,"BROKEN SWITCH POINT ON THE WEST END OF #13 TRACK CAUSED MP 724356, MP 723935, UP 73405 AND NAHX 4708","2 TO DERAIL.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292NE018",,,,,"92","12","UP","1292NE018",,,"92","12","11",9.00,0.00,"AM","12",0.00,0.00,0.00,0.00,"NEBRASKA","NASCO","10.0","31",34.00,"2","1","008","E","11","4",1773.00,"1","Y","SIDING","1",,"3","GACX","048044","012","N",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,5.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,13000.00,0.00,"H601","H018",0.00,0.00,0.00,0.00,"H601","3","1","008",13000.00,,"31C055",0.00,"000000",0.00,"1","0","1","1","03","30","03","30","1","6","W","1L","0","NEBRAS","N",170.00,"3113","1992",0.00,0.00,0.00,0.00,0.00,0.00,"DOUGLAS","055",,,,"N",,,"DURING SWITCHING OPERATIONS ON 05-131, EXCESSIVE COUPLING SPEED AND FAILURE TO PROPERLY SECURE HANDB","RAKES ON CARS CAUSED DERAILMENT OF GACX 48044 AND DAMAGE TO DRGW60970.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292NL002",,,,,"92","12","UP","1292NL002",,,"92","12","02",4.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"N. LITTLE ROCK","BIDYARD","346.0","05",35.00,"4","1","008","E","6902","1",0.00,"7","Y","SINGLE MAIN","3","034.16","1","CSXT","180559","034","N","CSXT","180559","034","N",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,20.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,8000.00,1500.00,"E00C",,0.00,0.00,0.00,0.00,"E00C","1","3","008",9500.00,,"05C119",0.00,"000000",0.00,"1","0","1","1","04","00","04","00","1","5","W","1L","0","NLITRK","NM",204.00,"3114","1992",0.00,0.00,0.00,0.00,0.00,0.00,"PULASKI","119",,,,"N",,,"YNL69 WAS DRAGGIN CUT OF 70 CARS OUT OF THE NORTH END OF #2 TRACK ON THE LEAD BIDDLE. AIRHOSE DEPART","ED 15 CARS FROM THE REAR OF THE TRAIN CCAUSING AIR UNDERSIRED EMERGENCY, SLACK ACTION CAUSED DERAILM","ENT.",,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292ID021",,,,,"92","12","UP","1292ID021",,,"92","12","17",10.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"IDAHO","IDAHO FALLS","184.0","16",5.00,"4","6","010","E","4617","2",780.00,"1","Y","YARD","2",,"2","UPFE","458575","003","Y","UPFE","458575","003","Y",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,3500.00,45000.00,"E64C",,0.00,0.00,0.00,0.00,"E64C","2","2","010",48500.00,,"16C019",0.00,"000000",0.00,"1","0","1","1","06","00","06","00","1","8","W","1L","0","IDAHO","N",132.00,"3103","1992",0.00,0.00,0.00,0.00,0.00,0.00,"BONNEVILLE","019",,,,"N",,,"PULLING INTO #2 TRK FROM NORTH, 3RD CAR UPFE 455980 PICKED UP SWITCH POINT, DERAILING 2, 3, 4 CARS;","UNIT AND 1ST CAR WENT OVER OKAY.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292ID023",,,,,"92","12","UP","1292ID023",,,"92","12","23",10.00,25.00,"AM","01",0.00,0.00,0.00,0.00,"IDAHO","NAMPA","456.3","16",35.00,"2","1","006","E","6623","4",2843.00,"7","Y","YARD","2",,"2","PLMX","010695","007","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,9.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,8000.00,0.00,"T110",,0.00,0.00,0.00,0.00,"T110","2","2","006",8000.00,,"16C027",0.00,"000000",0.00,"1","0","1","1","02","25","02","25","1","8","W","1L","0","IDAHO","N",120.00,"3104","1992",0.00,0.00,0.00,0.00,0.00,0.00,"CANYON","027",,,,"N",,,"SWITCH CREW PULLING FROM EAST-2 ONTO OUGHT TRACK; RAIL SPREAD ON SOUTH RAIL AT CURVE COMING ONTO LEA","D, DERAILING 3 CARS.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","WICT","921221A",,,,,"92","12","WICT","921221A",,,"92","12","21",1.00,45.00,"PM","04",0.00,0.00,0.00,0.00,"SYSTEM","MILTON JUNCTION","106.5","55",28.00,"2","1","025","E","616","4",210.00,"1","Y","SINGLE MAIN TRACK","2","0020.0","1","WICT","000616","001",,,,,,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54000.00,0.00,"H999",,0.00,0.00,0.00,0.00,"H999","1","2","025",54000.00,,"55C105",0.00,"000000",0.00,"1","0","1","0","06","45","06","45","1","4",,"3L","0","SYSTEM","O",58.00,"3133","1992",0.00,0.00,0.00,0.00,0.00,0.00,"ROCK","105",,,,"N",,,"WHILE LOADING CARS INDUSTRY SHOVED CARS FOULING MAIN LINE.",,,,,,,,,,,,,,,,,,,,,,,
,"92","12","PW","921202",,,,,"92","12","ZFPB","INDUSTRY",,,"92","12","03",9.00,57.00,"PM","01",0.00,0.00,0.00,0.00,"SYSTEM","VERSAILLES","10","09",32.00,"4","1","005","E","NRWO","4",0.00,"1","Y","WILLIMANTIC BRANCH","2",,"4","GATX","449336","005","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,9971.00,0.00,"T113",,0.00,0.00,0.00,0.00,"T113","4","2","005",9971.00,,"09C015",0.00,"000000",0.00,"1","0","1","0","01","57","01","57","1","1",,"3L","0","SYSTEM","O",75.00,"3033","1992",0.00,0.00,0.00,0.00,0.00,0.00,"WINDHAM","015",,,,"N",,,"WIDE GAUGE ON CURVE OF INDUSTRY SIDING CAUSED RAIL TO ROLL OVER UNDER CARS.",,,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292SL005",,,,,"92","12","UP","1292SL005",,,"92","12","08",9.00,0.00,"AM","09",0.00,0.00,0.00,0.00,"ST LOUIS","CHESTER","62.9","17",38.00,"2","2","050","E","06","2",5008.00,"1","Y","SINGLE MAIN","4",,"1","UP","006110","001","N",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,0.00,"H405",,0.00,0.00,0.00,0.00,"H405","1","4","050",123599.00,,"17C157",0.00,"000000",0.00,"1","1","1","0","03","00","03","00","1","4","W","1L","0","STLOUI","G",225.00,"3121","1992",0.00,0.00,0.00,0.00,0.00,0.00,"RANDOLPH","157",,,,"N",,,"NPMEZ-06 STRUCK VACATED WELDER'S TRUCK THAT WAS FOULING THE MAIN LINE WELDER THOUGHT HE HAD A YES ON","SWITCH, WHICH HE REPEATED BACK TO DISPATCHER, & DISPATCHER OK'ED, WHEN ACTUALLY THE DISPATCHER HAD","GIVEN HIM A NO ON SWITCH.",,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292ID029",,,,,"92","12","UP","1292ID029",,,"92","12","30",1.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"IDAHO","POCATELLO","214.20","16",20.00,"2","6","002","E","1130","4",4500.00,"7","Y","YARD","1",,"2","CRDX","008669","014","Y",,,,,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1000.00,150.00,"H306",,0.00,0.00,0.00,0.00,"H306","2","1","003",13150.00,,"16C005",0.00,"000000",0.00,"1","0","1","1","05","30","05","30","1","8","W","1L","0","IDAHO","N",156.00,"3105","1992",0.00,0.00,0.00,0.00,0.00,0.00,"BANNOCK","005",,,,"N",,,"YPC11-30 WEIGHING CARS AND SIDESWIPED 3 UPFE CARS ON PCNPP-30 WHICH WAS SETTING OUT BAD ORDERS; ONLY","CAR DERAILED WAS CAR BEING WEIGHTED CRDX 8669 - 1 WHEEL.",,,,,,,,,,,,,,,,,,,,,,
,"92","12","UP","1292ID029",,,,,"92","12","UP","1292ID029",,,"92","12","30",1.00,30.00,"PM","01",0.00,0.00,0.00,0.00,"IDAHO","POCATELLO","214.20","16",20.00,"2","6","003","E","30","4",4500.00,"1","Y","YARD","1",,"2","UPFE","455091","065","Y",,,,,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12000.00,0.00,"H306",,0.00,0.00,0.00,0.00,"H306","2","1","003",13150.00,,"16C005",0.00,"000000",0.00,"1","0","1","0","03","00","03","00","3","8","W","1L","0","IDAHO","N",156.00,"3106","1992",0.00,0.00,0.00,0.00,0.00,0.00,"BANNOCK","005",,,,"N",,,"YPC11-30 WEIGHING CARS AND SIDESWIPED 3 UPFE CARS ON PCNPP-30 WHICH WAS SETTING OUT BAD ORDERS; ONLY","CAR DERAILED WAS CAR BEING WEIGHTED CRDX 8669 - 1 WHEEL.",,,,,,,,,,,,,,,,,,,,,,
