"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3","SUBDIV"
"K","97","01","ATK","025531",,,,,"97","01","BNSF","NC0197200",,"028739S","97","01","09",3.00,50.00,"PM","07",0.00,0.00,0.00,0.00,"WESTERN","HUGHSON","1086.9","06",55.00,"2","1","079","E","715","4",0.00,"2","Y","MAIN","4",,"1","AMT","002002","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11970.00,0.00,"M302",,0.00,2.00,0.00,2.00,"M302","1","4","079",11970.00,,"06C099",0.00,"000000",0.00,"1","1","1","1","03","50","03","50","1","7","E","1L",,"WESTER","E",239.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"STANISLAUS","099",,,,"Y",,,"TRAIN NO.# 715 WITH ENGINE 2002 AND 4 CARS TRAVELING WEST ON THE SANTA FE MAIN STRUCK A TRACTOR-TRAI","LER WHICH SPUN INTO A PICK-UP TRUCK THAT WAS STOPPED IN TRAFFIC AT M.P. 1086.9, HATCH RD CROSSING, C","AUSING EXTENSIVE DAMAGE TO ENGINE 2002.",,,,,,,,,,,,,,,,,,,,,
"K","97","01","ATK","70111WSDAA",,,,,"97","01","UP","ZZZZZZZZZZ",,"751754K","97","01","11",11.00,28.00,"AM","07",0.00,0.00,0.00,0.00,"WESTERN","MARTINEZ","35.91","06",65.00,"2","1","015","R","714","3",0.00,"2","Y","MAIN","6",,"1","AMT","000353","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7700.00,0.00,"M302",,0.00,0.00,0.00,0.00,"M302","1","6","015",7700.00,,"06C013",0.00,"000000",0.00,"1","1","1","1","03","28","03","28","1","7","E","1L",,"WESTER","GL",169.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"CONTRA COSTA","013",,,,"Y",,,"TRAIN NO.# 714 WITH ENGINE 353 AND 4 CARS TRAVELING EAST ON THE SP MAIN STRUCK A DUMP TRUCK AT M.P.","35.91, MARINA VISTA CROSSING, CAUSING EXTENSIVE DAMAGE TO ENGINE 353.",,,,,,,,,,,,,,,,,,,,,,
"C","97","01","ATK","70113MIDAA",,,,,"97","01","ATK","70113MIDAA",,,"97","01","13",6.00,2.00,"AM","13",0.00,0.00,0.00,0.00,"MIDATLANTIC","BALTIMORE","97.7","24",28.00,"4","1","020","E","ATK","1",0.00,"2","Y","TWO","6",,"1","AMT","000950","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18850.00,29000.00,"T499",,0.00,0.00,0.00,0.00,"T499","1","6","020",47850.00,,"24C005",0.00,"000000",0.00,"1","0","2","0","01","17","01","17","1","2",,"1L",,,"F",151.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"BALTIMORE","005",,,,"Y",,,"PANTOGRAPH OF TRAIN 100 TORN OFF WHILE OPERATING ON NO. 2 TRACK AT FULTON INTERLOCKING AS RESULT OF","CATENARY WIRES DAMAGED BY EXTREME COLD TEMPERATURE.",,,,,,,,,,,,,,,,,,,,,,
"C","97","01","ATK","70114SORAA",,,,,"97","01","ATK","70114SORAA",,,"97","01","14",11.00,24.00,"AM","13",0.00,0.00,0.00,0.00,"SOUTHERN","BALTIMORE","98.2","24",18.00,"2","1","015","E","ATK","1",0.00,"2","Y","TWO","6",,"1","AMT","000600","001",,,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21323.00,3300.00,"T499",,0.00,0.00,0.00,0.00,"T499","1","6","015",24623.00,,"24C005",0.00,"000000",0.00,"1","0","3","0","02","44","02","44","1","2",,"1L",,,"F",285.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"BALTIMORE","005",,,,"Y",,,"TRAIN 20, OPERATING NORTH, SUSTAINED SEVERE ARCING WHILE PASSING BRIDGE INTERLOCKING DUE TO PANTOGRA","PH CARRIER PIN MISSING AND CATENARY ELEVATION DIFFERENTIAL CAUSED PANTOGRAPH TO LOSE CONTACT WITH WI","RES AND RIDE ABOVE THE PLANE OF CATENARY RESULTING IN PANTOGRAPH AND CATENARY DAMAGES.",,,,,,,,,,,,,,,,,,,,,
"K","97","01","ATK","70115SORCC",,,,,"97","01","CSX","019705048",,,"97","01","15",3.00,30.00,"AM","09",0.00,0.00,0.00,0.00,"SOUTHERN","FOUR OAKS","174.1","37",25.00,"4","1","060","E","052","1",0.00,"2","Y","SINGLE MAIN","4",,"1","AMT","032100","003","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150000.00,0.00,"M404",,0.00,0.00,0.00,0.00,"M404","1","4","060",150000.00,,"37C101",0.00,"000000",0.00,"1","1","1","1","03","30","03","30","1","3","E","1L",,"SOUTHE","EI",166.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"JOHNSTON","101",,,,"Y",,,"AUTO TRAIN NO. #52 WITH ENGS 3/21 AND 43 CARS TRAVELING NORTH ON THE CSX MAIN STRUCK DEBRIS; JUNCTIO","N BOX ON 2ND CAR 32100 FLASHED AND SEVERAL AIR HOSES WERE DAMAGED.",,,,,,,,,,,,,,,,,,,,,,
,"97","01","BRC","AF8466",,,,,"97","01","BRC","AF8466",,,"97","01","04",9.00,15.00,"AM","12",0.00,0.00,0.00,0.00,"SYSTEM","BEDFORD PARK",,"17",59.00,"2","3","005","E","BRC","3",0.00,"7","Y","#11 - #7 ECLS","2",,"2","DOWX","006665","033","N",,,"000",,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,0.00,24.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,7000.00,1000.00,"T305","S007",0.00,0.00,0.00,0.00,"T305","2","2","005",14150.00,,"17C031",0.00,"000000",0.00,"1","0","1","1","02","45","02","45","3","4",,"3S",,"SYSTEM","L",203.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031",,,,"N",,,"DURING AUTOMATED HUMPING PROCEDURES THREE CARS WERE INSUFFICIENTLY SLOWED BY HUMP RETARDERS AND YARD","CARS STOPS THEREBY EXITING CLASSIFICATION TRACK AND STRIKING CARS BEING PULLED TO EAST DEPARTURE YA","RD.",,,,,,,,,,,,,,,,,,,,,
,"97","01","BRC","AF8481",,,,,"97","01","BRC","AF8481",,,"97","01","10",10.00,49.00,"PM","12",0.00,0.00,0.00,0.00,"SYSTEM","BEDFORD PARK",,"17",3.00,"4","1","002","E",,"4",0.00,"5","N","#17 WCLS","2",,"2","GATX","035603","001","Y",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13300.00,0.00,"S006",,0.00,0.00,0.00,0.00,"S006","2","2","002",14800.00,,"17C031",0.00,"000000",0.00,,,,,,,,,"1","4",,"3S",,"SYSTEM","L",224.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031",,,,"N",,,"DURING AUTOMATED HUMPING PROCEDURES ONE CAR STOPPED IN THE FOUL ON TRACK #17 WCLS.  HUMP COMPUTER RO","UTED A TRAILING CAR TO #16 WCLS THEREBY CORNERING THE CAR STOPPED IN THE FOUL DUE TO FAILURE OF SYST","EM CORNERING PROTECTION.",,,,,,,,,,,,,,,,,,,,,
,"97","01","BRC","AF8481",,,,,"97","01","BRC","AF8481",,,"97","01","10",10.00,49.00,"PM","12",0.00,0.00,0.00,0.00,"SYSTEM","BEDFORD PARK",,"17",3.00,"4","1","000","R",,"4",0.00,"5","N","#17 WCLS","2",,"2","UTLX","050103","000","N",,,"000",,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1500.00,0.00,"S006",,0.00,0.00,0.00,0.00,"S006","2","2","002",14800.00,,"17C031",0.00,"000000",0.00,,,,,,,,,"3","4",,"3S",,"SYSTEM","L",234.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031",,,,"N",,,"DURING AUTOMATED HUMPING PROCEDURES ONE CAR STOPPED IN THE FOUL ON TRACK #17 WCLS.  HUMP COMPUTER RO","UTED A TRAILING CAR TO #16 WCLS THEREBY CORNERING THE CAR STOPPED ON THE FOUL DUE TO FAILURE OF SYST","EM OF SYSTEM CORNERING PROTECTION.",,,,,,,,,,,,,,,,,,,,,
,"97","01","BRC","AF8489",,,,,"97","01","BRC","AF8489",,,"97","01","13",5.00,0.00,"PM","04",0.00,0.00,0.00,0.00,"SYSTEM","BEDFORD PARK",,"17",10.00,"3","1","004","E","BRC","3",0.00,"7","Y","#52 ECLS","2",,"2","SOO","515905","001","N",,,"000",,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,22.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,8350.00,0.00,"H306",,0.00,0.00,0.00,0.00,"H306","2","2","006",28150.00,,"17C031",0.00,"000000",0.00,"1","0","1","2","02",,"02",,"1","4",,"3S",,"SYSTEM","L",299.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","00","00",,"N",,,"CERW WAS PULLING CARS OFF OF 55 ECLS TOWARD DEPARTURE YARD AT THE SAME TIME A HUMP CREW WAS INSTRUCT","ED TO SHOVE 52 ECLS TO CLEAR HUMP END.  DURING SHOVING MOVEMENT HELPER FAILED TO PROTECT LEADING END","OF CONSIST RESULTING IN CARSD EXITING TRACK AND STRIKING THE TRAIN BEING PULLED TO DEPARTURE YARD.",,,,,,,,,,,,,,,,,,,,,
,"97","01","CR","10001",,,,,"97","01","CR","10001",,,"97","01","18",6.00,0.00,"AM","01",1.00,1.00,0.00,0.00,"PHILADELPHIA","PORT READING",,"34",10.00,"4","1","004","R","YPPR","3",160.00,"7","Y","#24 YARD 16 UPPER","1",,"2","UTLX","078403","002","Y",,,"000",,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,13600.00,300.00,"H312",,0.00,0.00,0.00,0.00,"H312","2","1","004",13900.00,,"34C023",0.00,"000000",0.00,"1","0","1","1","06","01","06","01","1","1","E","1L",,"PHILAD","L",331.00,,"1997",0.00,0.00,0.00,0.00,0.00,0.00,"MIDDLESEX","023",,,,"N",,,"WHILE SHOVING 3 CARS INTO TRACK 16 UPPER, DERAILED UTLX 78403, WEST TRUCK AND ECUX 408159 EAST TRUCK",".  PORT READING BLOCK TRUCK CALLED 6:30 AM, ARRIVED 8:40 AM, COMPLETED 1:30 PM.  CODE:  574 CONVERTE","D TO H-312 - BYPASSED COUPLERS.  LATE REPORT ACCOUNT REVISED FIGURES FOUND ON MP 200 COMPUTER SHEETS",".  LAST REPORTED MAY  30, 1997.",,,,,,,,,,,,,,,,,,,,
